anime_id,title,genre,type,episodes,rating,members,set
867,slayers gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural",Movie,1,7.42,12755,"{'Adventure', 'Movie', 'Comedy', 'Supernatural', 'Magic', 'Fantasy'}"
869,slayers return,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.42,12909,"{'Adventure', 'Shounen', 'Movie', 'Comedy', 'Magic', 'Fantasy'}"
2013,taiho shichau zo the movie,"Action, Comedy, Drama, Police, Shounen",Movie,1,7.42,4029,"{'Shounen', 'Police', 'Drama', 'Action', 'Movie', 'Comedy'}"
5141,taishou yakyuu musume.,"Comedy, Historical, School, Seinen, Sports",TV,12,7.42,12248,"{'TV', 'School', 'Comedy', 'Seinen', 'Historical', 'Sports'}"
2683,tokyo majin gakuen kenpucho: tou dai ni maku,"Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School",TV,12,7.42,21972,"{'TV', 'Drama', 'School', 'Action', 'Horror', 'Mystery', 'Martial Arts', 'Fantasy'}"
3051,yes! precure 5 movie: kagami no kuni no miracle daibouken!,"Fantasy, Music, Romance, Shoujo",Movie,1,7.42,2319,"{'Romance', 'Movie', 'Music', 'Shoujo', 'Fantasy'}"
5764,zero no tsukaima: princesses no rondo - yuuwaku no sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic",Special,1,7.42,51816,"{'Harem', 'Special', 'Ecchi', 'Comedy', 'Magic', 'Fantasy'}"
5525,07-ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",TV,25,7.41,126083,"{'TV', 'Demons', 'Military', 'Action', 'Shoujo', 'Magic', 'Fantasy'}"
49,aa! megami-sama!,"Comedy, Magic, Romance, Seinen, Supernatural",OVA,5,7.41,34590,"{'OVA', 'Romance', 'Comedy', 'Supernatural', 'Seinen', 'Magic'}"
1292,afro samurai,"Action, Adventure, Samurai",TV,5,7.41,135708,"{'Samurai', 'Adventure', 'Action', 'TV'}"
3549,allison to lillia,"Action, Adventure, Shounen",TV,26,7.41,27571,"{'TV', 'Adventure', 'Action', 'Shounen'}"
5578,aoyama goushou tanpenshuu,"Adventure, Comedy, Mystery, Police, Shounen",Special,7,7.41,2177,"{'Adventure', 'Shounen', 'Police', 'Special', 'Comedy', 'Mystery'}"
3203,chibi maruko-chan movie,"Comedy, School, Shoujo",Movie,1,7.41,980,"{'Movie', 'School', 'Comedy', 'Shoujo'}"
10638,denpa onna to seishun otoko special,"Comedy, Sci-Fi, Seinen",Special,1,7.41,34723,"{'Comedy', 'Sci-Fi', 'Seinen', 'Special'}"
2654,doraemon movie 22: nobita to tsubasa no yuusha-tachi,"Adventure, Fantasy, Kids, Shounen",Movie,1,7.41,1240,"{'Adventure', 'Shounen', 'Movie', 'Kids', 'Fantasy'}"
2393,doraemon movie 24: nobita to fushigi kaze tsukai,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.41,1973,"{'Adventure', 'Movie', 'Comedy', 'Kids', 'Fantasy'}"
12875,ginga e kickoff!!,"Shounen, Sports",TV,39,7.41,11907,"{'Sports', 'TV', 'Shounen'}"
287,grappler baki (tv),"Shounen, Sports",TV,24,7.41,23220,"{'Sports', 'TV', 'Shounen'}"
20689,hamatora the animation,"Comedy, Mystery, Super Power",TV,12,7.41,133571,"{'Super Power', 'Comedy', 'TV', 'Mystery'}"
27829,heavy object,"Action, Mecha, Military, Sci-Fi",TV,24,7.41,68382,"{'TV', 'Sci-Fi', 'Action', 'Military', 'Mecha'}"
1410,igpx: immortal grand prix (2005) 2nd season,"Mecha, Sci-Fi, Shounen, Sports",TV,13,7.41,6863,"{'TV', 'Shounen', 'Sci-Fi', 'Mecha', 'Sports'}"
953,jyu oh sei,"Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo",TV,11,7.41,44766,"{'Adventure', 'TV', 'Drama', 'Sci-Fi', 'Action', 'Mystery', 'Shoujo'}"
10298,kaichou wa maid-sama!: goshujinsama to asonjao♥,"Comedy, School, Shoujo",Special,1,7.41,41241,"{'School', 'Comedy', 'Shoujo', 'Special'}"
147,kimi ga nozomu eien,"Drama, Romance, Slice of Life",TV,14,7.41,90379,"{'Drama', 'Slice of Life', 'TV', 'Romance'}"
16732,kiniro mosaic,"Comedy, School, Slice of Life",TV,12,7.41,78131,"{'TV', 'School', 'Comedy', 'Slice of Life'}"
844,konjiki no gash bell!!: 101 banme no mamono,"Adventure, Shounen, Supernatural",Movie,1,7.41,4425,"{'Movie', 'Supernatural', 'Adventure', 'Shounen'}"
6299,maria-sama ga miteru 4th specials,Comedy,Special,11,7.41,3659,"{'Comedy', 'Special'}"
7761,masuda kousuke gekijou gag manga biyori +,Comedy,TV,12,7.41,1123,"{'Comedy', 'TV'}"
3225,minami-ke okawari,"Comedy, School, Slice of Life",TV,13,7.41,50837,"{'TV', 'School', 'Comedy', 'Slice of Life'}"
6288,mobile suit gundam 00 the movie: a wakening of the trailblazer,"Action, Mecha, Sci-Fi, Space",Movie,1,7.41,37069,"{'Space', 'Sci-Fi', 'Action', 'Movie', 'Mecha'}"
2926,myself; yourself,"Drama, Romance, School",TV,13,7.41,115075,"{'Drama', 'School', 'TV', 'Romance'}"
272,noir,"Action, Drama, Mystery",TV,26,7.41,66036,"{'TV', 'Drama', 'Action', 'Mystery'}"
28683,one piece: episode of alabasta - prologue,"Action, Adventure, Fantasy, Shounen",OVA,1,7.41,4225,"{'Adventure', 'Shounen', 'OVA', 'Action', 'Fantasy'}"
326,petshop of horrors,"Horror, Josei, Mystery, Supernatural",TV,4,7.41,32696,"{'TV', 'Horror', 'Supernatural', 'Mystery', 'Josei'}"
10711,plastic neesan,"Comedy, School",ONA,12,7.41,83977,"{'ONA', 'School', 'Comedy'}"
2744,potemayo,"Comedy, School, Seinen",TV,12,7.41,11411,"{'School', 'Comedy', 'TV', 'Seinen'}"
5753,precure all stars movie dx: minna tomodachi☆kiseki no zenin daishuugou!,"Action, Fantasy, Magic, Shoujo",Movie,1,7.41,2957,"{'Action', 'Movie', 'Shoujo', 'Magic', 'Fantasy'}"
1329,rail of the star: a true story of children,"Drama, Historical",Movie,1,7.41,1302,"{'Movie', 'Drama', 'Historical'}"
2193,saiunkoku monogatari soushuuhen,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",Special,9,7.41,3263,"{'Adventure', 'Drama', 'Romance', 'Special', 'Comedy', 'Historical', 'Fantasy'}"
22273,selector infected wixoss,"Game, Psychological",TV,12,7.41,80964,"{'TV', 'Psychological', 'Game'}"
868,slayers great,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.41,12760,"{'Adventure', 'Shounen', 'Movie', 'Comedy', 'Magic', 'Fantasy'}"
5226,souten kouro,"Action, Adventure, Historical",TV,26,7.41,9852,"{'TV', 'Adventure', 'Action', 'Historical'}"
15077,tabisuru nuigurumi: traveling daru,"Kids, Slice of Life",OVA,1,7.41,2565,"{'Slice of Life', 'Kids', 'OVA'}"
541,tenchi muyou! ryououki 3rd season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,6,7.41,12242,"{'Harem', 'Space', 'Shounen', 'OVA', 'Sci-Fi', 'Action', 'Comedy'}"
32174,"the idolm@ster cinderella girls: anytime, anywhere with cinderella.","Comedy, Drama, Music",Special,1,7.41,2602,"{'Drama', 'Comedy', 'Special', 'Music'}"
10834,baka to test to shoukanjuu: spinout! sore ga bokura no nichijou,"Comedy, Romance, School, Super Power",Special,6,7.4,19758,"{'Super Power', 'School', 'Special', 'Romance', 'Comedy'}"
5356,canaan,"Action, Seinen",TV,13,7.4,123217,"{'TV', 'Action', 'Seinen'}"
15611,cardfight!! vanguard: link joker-hen,"Action, Adventure, Demons, Game, Shounen",TV,59,7.4,9075,"{'Adventure', 'TV', 'Shounen', 'Demons', 'Game', 'Action'}"
20479,choujigen game neptune the animation ova,"Action, Comedy, Fantasy, Sci-Fi",OVA,1,7.4,16067,"{'OVA', 'Sci-Fi', 'Action', 'Comedy', 'Fantasy'}"
21395,crayon shin-chan movie 22: gachinko! gyakushuu no robo to-chan,"Comedy, Kids, Shounen",Movie,1,7.4,704,"{'Movie', 'Comedy', 'Kids', 'Shounen'}"
2398,digimon adventure 02: diablomon no gyakushuu,"Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1,7.4,31961,"{'Adventure', 'Drama', 'Sci-Fi', 'Movie', 'Comedy', 'Kids'}"
32410,dimension w: w no tobira online,"Sci-Fi, Seinen",Special,Unknown,7.4,4799,"{'Sci-Fi', 'Seinen', 'Special'}"
3727,doraemon movie 01: nobita no kyouryuu,"Adventure, Comedy",Movie,1,7.4,1773,"{'Movie', 'Comedy', 'Adventure'}"
30694,dragon ball super,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,Unknown,7.4,111443,"{'Super Power', 'Adventure', 'TV', 'Shounen', 'Action', 'Comedy', 'Martial Arts', 'Fantasy'}"
12231,dragon ball: episode of bardock,"Action, Adventure, Comedy, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power",Special,1,7.4,29030,"{'Super Power', 'Adventure', 'Shounen', 'Sci-Fi', 'Action', 'Special', 'Comedy', 'Martial Arts', 'Fantasy'}"
1906,harukanaru toki no naka de: maihitoyo,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Movie,1,7.4,4019,"{'Drama', 'Romance', 'Movie', 'Historical', 'Supernatural', 'Shoujo', 'Magic', 'Fantasy'}"
1206,ihatov gensou: kenji no haru,"Drama, Historical, Slice of Life",Movie,1,7.4,3607,"{'Movie', 'Drama', 'Slice of Life', 'Historical'}"
940,inukami!,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV,26,7.4,47882,"{'TV', 'Shounen', 'Romance', 'Ecchi', 'Comedy', 'Supernatural'}"
2808,irregular hunter x: the day of sigma,"Action, Mecha, Sci-Fi, Shounen",OVA,1,7.4,6348,"{'OVA', 'Shounen', 'Sci-Fi', 'Action', 'Mecha'}"
4483,mahoutsukai ni taisetsu na koto: natsu no sora,"Drama, Magic, Shounen, Slice of Life",TV,12,7.4,14911,"{'TV', 'Shounen', 'Drama', 'Slice of Life', 'Magic'}"
99,mai-otome,"Comedy, Drama, Fantasy, Magic",TV,26,7.4,36924,"{'TV', 'Drama', 'Comedy', 'Magic', 'Fantasy'}"
1196,masuda kousuke gekijou gag manga biyori,"Comedy, Parody",TV,12,7.4,5423,"{'Parody', 'Comedy', 'TV'}"
16444,mondaiji-tachi ga isekai kara kuru sou desu yo?: onsen manyuuki,"Fantasy, Supernatural",OVA,1,7.4,44450,"{'Supernatural', 'OVA', 'Fantasy'}"
4062,musashi no ken,"Shounen, Sports",TV,72,7.4,971,"{'Sports', 'TV', 'Shounen'}"
5597,natsu no arashi!,"Comedy, Romance, Supernatural",TV,13,7.4,30098,"{'Comedy', 'TV', 'Supernatural', 'Romance'}"
12467,nazo no kanojo x,"Ecchi, Romance, School, Seinen",TV,13,7.4,99788,"{'TV', 'School', 'Romance', 'Ecchi', 'Seinen'}"
10928,nogizaka haruka no himitsu: finale,"Comedy, Romance",OVA,4,7.4,20660,"{'Comedy', 'OVA', 'Romance'}"
4114,onegai my melody: kuru kuru shuffle!,"Comedy, Fantasy, Magic",TV,52,7.4,1962,"{'TV', 'Comedy', 'Magic', 'Fantasy'}"
1526,pokemon advanced generation: mew to hadou no yuusha lucario,"Action, Adventure, Drama, Fantasy, Kids",Movie,1,7.4,46887,"{'Adventure', 'Drama', 'Action', 'Movie', 'Kids', 'Fantasy'}"
4921,ramayana: the legend of prince rama,Adventure,Movie,1,7.4,517,"{'Movie', 'Adventure'}"
2111,rockman.exe movie: hikari to yami no program,"Action, Adventure, Game, Kids",Movie,1,7.4,2562,"{'Adventure', 'Game', 'Action', 'Movie', 'Kids'}"
15963,seitokai no ichizon lv.2: watasu seitokai,"Comedy, Harem, Parody, School",OVA,1,7.4,11554,"{'Harem', 'OVA', 'School', 'Parody', 'Comedy'}"
4063,sekirei,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,7.4,182713,"{'Harem', 'Super Power', 'TV', 'Action', 'Ecchi', 'Comedy'}"
9355,sekirei: pure engagement - kanwa ni dai,"Comedy, Ecchi, Harem",Special,1,7.4,26719,"{'Harem', 'Ecchi', 'Comedy', 'Special'}"
9793,senjou no valkyria 3: tagatame no juusou,"Action, Fantasy, Military",OVA,2,7.4,9847,"{'OVA', 'Military', 'Action', 'Fantasy'}"
6380,tetsuwan birdy decode: the cipher,"Action, Comedy, Sci-Fi",OVA,1,7.4,12944,"{'Sci-Fi', 'Comedy', 'Action', 'OVA'}"
3089,the sky crawlers,"Drama, Military",Movie,1,7.4,32660,"{'Movie', 'Drama', 'Military'}"
944,the third: aoi hitomi no shoujo,"Action, Adventure, Sci-Fi, Seinen",TV,24,7.4,14304,"{'Adventure', 'TV', 'Sci-Fi', 'Action', 'Seinen'}"
3457,vampire knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,7.4,286826,"{'TV', 'Drama', 'Vampire', 'Romance', 'Supernatural', 'Mystery', 'Shoujo'}"
935,witchblade,"Action, Sci-Fi, Super Power",TV,24,7.4,64697,"{'TV', 'Super Power', 'Sci-Fi', 'Action'}"
14951,wonderful rush,Music,Music,1,7.4,6807,{'Music'}
92,after war gundam x,"Adventure, Drama, Mecha, Sci-Fi, Space",TV,39,7.39,19132,"{'Adventure', 'Space', 'TV', 'Drama', 'Sci-Fi', 'Mecha'}"
713,air movie,"Drama, Romance, Supernatural",Movie,1,7.39,44179,"{'Movie', 'Drama', 'Supernatural', 'Romance'}"
3006,atashin&#039;chi,"Comedy, Slice of Life",TV,330,7.39,1524,"{'Slice of Life', 'Comedy', 'TV'}"
13931,bishoujo senshi sailor moon: sailor stars - hero club,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",OVA,3,7.39,4238,"{'Adventure', 'OVA', 'Drama', 'Romance', 'Comedy', 'Shoujo', 'Magic', 'Fantasy'}"
2675,doraemon movie 17: nobita to ginga express,Fantasy,Movie,1,7.39,1342,"{'Movie', 'Fantasy'}"
2648,doraemon: 2112-nen doraemon tanjou,"Comedy, Fantasy, Kids",Movie,1,7.39,1277,"{'Movie', 'Comedy', 'Kids', 'Fantasy'}"
2634,doraemon: doraemon comes back,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,7.39,723,"{'Shounen', 'Sci-Fi', 'Special', 'Comedy', 'Kids', 'Fantasy'}"
4726,druaga no tou: the sword of uruk,"Adventure, Fantasy",TV,12,7.39,46237,"{'Adventure', 'TV', 'Fantasy'}"
27525,fate/kaleid liner prisma☆illya 2wei herz!,"Action, Comedy, Fantasy, Magic, Slice of Life",TV,10,7.39,42499,"{'TV', 'Action', 'Comedy', 'Slice of Life', 'Magic', 'Fantasy'}"
664,fullmetal alchemist: reflections,"Adventure, Comedy, Drama, Fantasy, Military, Shounen",Special,1,7.39,24987,"{'Adventure', 'Shounen', 'Drama', 'Military', 'Special', 'Comedy', 'Fantasy'}"
3508,genius party,"Action, Dementia, Fantasy, Mecha, Music, Psychological, Romance, Sci-Fi",Movie,7,7.39,18612,"{'Dementia', 'Sci-Fi', 'Action', 'Romance', 'Movie', 'Music', 'Psychological', 'Mecha', 'Fantasy'}"
6795,genius party beyond,"Dementia, Fantasy, Music, Sci-Fi",Movie,5,7.39,10660,"{'Dementia', 'Sci-Fi', 'Movie', 'Music', 'Fantasy'}"
4639,gosenzo-sama banbanzai!,"Comedy, Sci-Fi",OVA,6,7.39,2095,"{'Comedy', 'Sci-Fi', 'OVA'}"
386,h2,"Comedy, Romance, Shounen, Sports",TV,41,7.39,4450,"{'TV', 'Shounen', 'Romance', 'Comedy', 'Sports'}"
1663,haha wo tazunete sanzenri,"Adventure, Drama, Historical, Slice of Life",TV,52,7.39,3685,"{'Adventure', 'TV', 'Drama', 'Historical', 'Slice of Life'}"
3335,haikara-san ga tooru,"Drama, Historical, Romance, Shoujo, Slice of Life",TV,42,7.39,1155,"{'TV', 'Drama', 'Shoujo', 'Romance', 'Historical', 'Slice of Life'}"
13271,hunter x hunter movie: phantom rouge,"Action, Adventure, Shounen, Super Power",Movie,1,7.39,44589,"{'Super Power', 'Adventure', 'Shounen', 'Action', 'Movie'}"
6980,kaidan restaurant,"Horror, Kids, Mystery, Supernatural",TV,23,7.39,9994,"{'TV', 'Horror', 'Supernatural', 'Mystery', 'Kids'}"
28623,koutetsujou no kabaneri,"Action, Drama, Fantasy, Horror",TV,12,7.39,253027,"{'TV', 'Drama', 'Action', 'Horror', 'Fantasy'}"
8068,kuroshitsuji picture drama,"Demons, Supernatural",Special,1,7.39,12446,"{'Demons', 'Supernatural', 'Special'}"
17247,machine-doll wa kizutsukanai,"Action, Ecchi, Fantasy, School, Seinen",TV,12,7.39,136751,"{'TV', 'School', 'Action', 'Ecchi', 'Seinen', 'Fantasy'}"
30307,monster musume no iru nichijou,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",TV,12,7.39,181845,"{'Harem', 'TV', 'Romance', 'Ecchi', 'Comedy', 'Seinen', 'Fantasy'}"
6512,nyan koi!,"Comedy, Harem, Romance",TV,12,7.39,142264,"{'Harem', 'Comedy', 'TV', 'Romance'}"
8423,ookiku furikabutte: natsu no scorebook,"Comedy, Sports",OVA,2,7.39,2167,"{'Sports', 'Comedy', 'OVA'}"
418,ranma ½: chuugoku nekonron daikessen! okite yaburi no gekitou-hen!!,"Adventure, Comedy, Shounen",Movie,1,7.39,13073,"{'Movie', 'Comedy', 'Adventure', 'Shounen'}"
6713,ranma ½: nettou uta gassen,"Comedy, Music",OVA,2,7.39,3676,"{'Music', 'Comedy', 'OVA'}"
2486,rumiko takahashi anthology,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",TV,13,7.39,3420,"{'TV', 'Shounen', 'Drama', 'Romance', 'Comedy', 'Supernatural', 'Slice of Life'}"
1231,saber marionette j to x,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",TV,26,7.39,8862,"{'Harem', 'Adventure', 'TV', 'Sci-Fi', 'Action', 'Comedy', 'Mecha'}"
16694,sankarea: wagahai mo... zombie de aru...,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",Special,1,7.39,36573,"{'Shounen', 'Romance', 'Special', 'Ecchi', 'Horror', 'Comedy', 'Supernatural'}"
3861,shaman king specials,"Action, Comedy, Shounen, Supernatural",Special,5,7.39,12148,"{'Shounen', 'Action', 'Special', 'Comedy', 'Supernatural'}"
536,slayers: the motion picture,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.39,16046,"{'Adventure', 'Shounen', 'Movie', 'Comedy', 'Magic', 'Fantasy'}"
1147,tenchi muyou! ryououki 3rd season: tenchi seirou naredo namitakashi?,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,1,7.39,6870,"{'Harem', 'Space', 'Shounen', 'OVA', 'Sci-Fi', 'Action', 'Comedy'}"
7861,the rose and women of versailles,"Adventure, Comedy, Drama, Historical, Romance, Shoujo",Special,1,7.39,1628,"{'Adventure', 'Drama', 'Romance', 'Special', 'Comedy', 'Historical', 'Shoujo'}"
807,tsubasa chronicle: tori kago no kuni no himegimi,"Action, Adventure, Drama, Fantasy, Shounen",Movie,1,7.39,33633,"{'Adventure', 'Shounen', 'Drama', 'Action', 'Movie', 'Fantasy'}"
306,abenobashi mahou☆shoutengai,"Comedy, Ecchi, Fantasy, Parody",TV,13,7.38,47752,"{'TV', 'Ecchi', 'Parody', 'Comedy', 'Fantasy'}"
32977,aggressive retsuko,"Comedy, Music",TV,Unknown,7.38,5465,"{'Music', 'Comedy', 'TV'}"
282,angel heart,"Action, Drama, Mystery, Romance, Seinen",TV,50,7.38,9550,"{'TV', 'Drama', 'Action', 'Romance', 'Seinen', 'Mystery'}"
11697,area no kishi,"Comedy, School, Shounen, Sports",TV,37,7.38,38310,"{'TV', 'Shounen', 'School', 'Comedy', 'Sports'}"
104,ayashi no ceres,"Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural",TV,24,7.38,38336,"{'Adventure', 'TV', 'Drama', 'Romance', 'Horror', 'Comedy', 'Supernatural', 'Psychological', 'Shoujo'}"
24727,baka to test to shoukanjuu ni!: mahou hideyoshi hideyoshi,"Comedy, Magic",Special,1,7.38,9418,"{'Comedy', 'Magic', 'Special'}"
6948,bakemonogatari recap,"Mystery, Romance, Supernatural",Special,1,7.38,28557,"{'Special', 'Supernatural', 'Mystery', 'Romance'}"
5675,basquash!,"Ecchi, Mecha, Shounen, Sports",TV,26,7.38,30323,"{'TV', 'Shounen', 'Ecchi', 'Mecha', 'Sports'}"
1521,black jack the movie,Drama,Movie,1,7.38,6404,"{'Movie', 'Drama'}"
8369,crayon shin-chan movie 18: chou jikuu! arashi wo yobu ora no hanayome,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.38,1139,"{'Shounen', 'School', 'Movie', 'Ecchi', 'Comedy', 'Slice of Life', 'Kids'}"
2597,detective conan ova 07: a challenge from agasa! agasa vs. conan and the detective boys,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.38,7627,"{'Adventure', 'Shounen', 'OVA', 'Police', 'Comedy', 'Mystery'}"
2660,doraemon: nobita&#039;s the night before a wedding,Fantasy,Movie,1,7.38,983,"{'Movie', 'Fantasy'}"
1858,gakuen utopia manabi straight!,"Comedy, School, Slice of Life",TV,12,7.38,19315,"{'TV', 'School', 'Comedy', 'Slice of Life'}"
411,gun x sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,26,7.38,45921,"{'Adventure', 'TV', 'Shounen', 'Drama', 'Sci-Fi', 'Action', 'Mecha'}"
14645,hiiro no kakera dai ni shou,"Fantasy, Romance, Shoujo, Supernatural",TV,13,7.38,26617,"{'TV', 'Romance', 'Supernatural', 'Shoujo', 'Fantasy'}"
9013,kuruneko season 2,"Comedy, Slice of Life",TV,49,7.38,675,"{'Slice of Life', 'Comedy', 'TV'}"
1374,kyoushoku soukou guyver (2005),"Adventure, Sci-Fi, Shounen",TV,26,7.38,12337,"{'TV', 'Adventure', 'Sci-Fi', 'Shounen'}"
1432,lupin iii: fuuma ichizoku no inbou,"Action, Adventure, Comedy, Shounen",Movie,1,7.38,4018,"{'Adventure', 'Shounen', 'Action', 'Movie', 'Comedy'}"
3345,mikan enikki,"Comedy, Romance, Shoujo, Slice of Life",TV,30,7.38,1096,"{'TV', 'Shoujo', 'Romance', 'Comedy', 'Slice of Life'}"
2152,oh! edo rocket,"Comedy, Drama, Fantasy, Historical, Sci-Fi",TV,26,7.38,8221,"{'TV', 'Drama', 'Sci-Fi', 'Comedy', 'Historical', 'Fantasy'}"
7769,ookami-san to shichinin no nakama-tachi,"Comedy, Parody, Romance",TV,12,7.38,145982,"{'Parody', 'Comedy', 'TV', 'Romance'}"
33190,planetarian: hoshi no hito,Magic,Movie,1,7.38,9461,"{'Movie', 'Magic'}"
10448,rain town,Drama,ONA,1,7.38,12489,"{'Drama', 'ONA'}"
10825,ranma ½: battle ga ippai 29-nin no korinai yatsura,"Comedy, Martial Arts, Slice of Life",OVA,1,7.38,2242,"{'Martial Arts', 'Slice of Life', 'Comedy', 'OVA'}"
4618,rideback,"Action, Drama, Mecha, School, Sci-Fi",TV,12,7.38,32835,"{'TV', 'Drama', 'Sci-Fi', 'School', 'Action', 'Mecha'}"
10884,saki achiga-hen: episode of side-a,"Game, School, Slice of Life",TV,12,7.38,22358,"{'TV', 'Slice of Life', 'School', 'Game'}"
4015,school rumble san gakki,"Comedy, Romance, School, Shounen",OVA,2,7.38,41898,"{'OVA', 'Shounen', 'School', 'Romance', 'Comedy'}"
4581,shikabane hime: aka,"Action, Horror, Martial Arts",TV,13,7.38,71502,"{'TV', 'Martial Arts', 'Horror', 'Action'}"
152,solty rei,"Action, Sci-Fi, Super Power",TV,24,7.38,17943,"{'TV', 'Super Power', 'Sci-Fi', 'Action'}"
75,soukyuu no fafner: dead aggressor,"Action, Drama, Mecha, Military, Sci-Fi",TV,25,7.38,27516,"{'TV', 'Drama', 'Sci-Fi', 'Action', 'Military', 'Mecha'}"
341,spiral: suiri no kizuna,"Drama, Mystery, Shounen",TV,25,7.38,36187,"{'Drama', 'Shounen', 'TV', 'Mystery'}"
30344,the idolm@ster cinderella girls 2nd season,"Comedy, Drama, Music",TV,12,7.38,16736,"{'Drama', 'Comedy', 'TV', 'Music'}"
3009,tiger mask,"Action, Drama, Shounen, Sports",TV,105,7.38,4031,"{'TV', 'Shounen', 'Drama', 'Action', 'Sports'}"
3088,tokyo marble chocolate,"Romance, Slice of Life",OVA,2,7.38,15425,"{'Slice of Life', 'OVA', 'Romance'}"
712,zoids genesis,"Action, Adventure, Comedy, Mecha, Military",TV,50,7.38,9559,"{'Adventure', 'TV', 'Action', 'Military', 'Comedy', 'Mecha'}"
9117,amagami ss ova,"Romance, School",OVA,6,7.37,31010,"{'School', 'OVA', 'Romance'}"
1278,bishoujo senshi sailor moon supers gaiden: ami-chan no hatsukoi,"Comedy, Magic, Romance, Shoujo",Special,1,7.37,15135,"{'Special', 'Romance', 'Comedy', 'Shoujo', 'Magic'}"
1674,captain tsubasa j,"Action, Shounen, Sports",TV,47,7.37,13927,"{'TV', 'Sports', 'Action', 'Shounen'}"
6149,chibi maruko-chan (1995),"Comedy, Kids, School, Slice of Life",TV,Unknown,7.37,1113,"{'TV', 'School', 'Comedy', 'Slice of Life', 'Kids'}"
2813,chiisana ahiru no ooki na ai no monogatari: ahiru no kwak,"Adventure, Comedy, Drama, Fantasy, Kids",TV,52,7.37,3363,"{'Adventure', 'TV', 'Drama', 'Comedy', 'Kids', 'Fantasy'}"
3627,d.c.ii s.s.: da capo ii second season,"Comedy, Drama, Fantasy, Harem, Romance",TV,13,7.37,20581,"{'Harem', 'TV', 'Drama', 'Romance', 'Comedy', 'Fantasy'}"
1369,detective conan ova 01: conan vs. kid vs. yaiba,"Adventure, Comedy, Mystery, Shounen",OVA,1,7.37,10294,"{'Adventure', 'Shounen', 'OVA', 'Comedy', 'Mystery'}"
2515,detective conan ova 05: the target is kogoro! the detective boys&#039; secret investigation,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.37,7666,"{'Adventure', 'Shounen', 'OVA', 'Police', 'Comedy', 'Mystery'}"
1313,digimon adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",TV,50,7.37,120268,"{'Adventure', 'TV', 'Drama', 'Action', 'Comedy', 'Kids', 'Fantasy'}"
2670,doraemon movie 12: nobita no dorabian nights,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.37,1833,"{'Adventure', 'Shounen', 'Movie', 'Comedy', 'Kids', 'Fantasy'}"
381,fushigi yuugi ova 2,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",OVA,6,7.37,13508,"{'Adventure', 'OVA', 'Drama', 'Romance', 'Historical', 'Martial Arts', 'Shoujo', 'Fantasy'}"
654,galaxy angel 3 specials,"Comedy, Sci-Fi",Special,2,7.37,2574,"{'Comedy', 'Sci-Fi', 'Special'}"
655,galaxy angel 4,"Comedy, Sci-Fi",TV,13,7.37,5046,"{'TV', 'Comedy', 'Sci-Fi'}"
22013,ghost in the shell: nyuumon arise,Comedy,TV,26,7.37,4636,"{'Comedy', 'TV'}"
3485,ghost in the shell: stand alone complex 2nd gig - tachikoma na hibi,"Comedy, Mecha, Sci-Fi",Special,26,7.37,14240,"{'Mecha', 'Comedy', 'Sci-Fi', 'Special'}"
32740,girls und panzer der film: arisu war!,"Military, School",Special,1,7.36,6548,"{'School', 'Military', 'Special'}"
